time,node_id,x,P(Pa),P(MPa),v,T(C),visc(cSt),rho
150.500000,4,4081.632653,4754859.113482,4.754859,0.933032,39.968632,31.434913,835.346967
150.500000,5,5102.040816,4693582.143645,4.693582,0.933032,39.953770,31.434913,835.320302
150.500000,6,6122.448980,4632304.731451,4.632305,0.933032,39.960696,31.434913,835.278509
150.500000,7,7142.857143,4571032.464241,4.571032,0.933032,39.959877,31.434913,835.242099
150.500000,8,8163.265306,4509761.096025,4.509761,0.933032,39.956125,31.434913,835.207727
150.500000,9,9183.673469,4448493.740776,4.448494,0.933032,39.963145,31.434913,835.165881
150.500000,10,10204.081633,4387228.229652,4.387228,0.933032,39.953927,31.434913,835.135310
150.500000,11,11224.489796,4325965.948248,4.325966,0.933032,39.964448,31.434913,835.091040
150.500000,12,12244.897959,4264706.150254,4.264706,0.933032,39.953337,31.434913,835.061790
150.500000,13,13265.306122,4203449.065898,4.203449,0.933032,39.964456,31.434913,835.017112
150.500000,14,14285.714286,4142194.871910,4.142195,0.933032,39.953771,31.434913,834.987572
150.500000,15,15306.122449,4080943.076504,4.080943,0.933032,39.963672,31.434913,834.943747
150.500000,16,16326.530612,4019694.405440,4.019694,0.933032,39.954798,31.434913,834.912956
150.500000,17,17346.938776,3958447.965793,3.958448,0.933032,39.962467,31.434913,834.870687
150.500000,18,18367.346939,3897204.758921,3.897205,0.933032,39.956101,31.434913,834.838161
150.500000,19,19387.755102,3835963.721920,3.835964,0.933032,39.961106,31.434913,834.797747
150.500000,20,20408.163265,3774725.938104,3.774726,0.933032,39.957459,31.434913,834.763341
150.500000,21,21428.571429,3713490.334999,3.713490,0.933032,39.959772,31.434913,834.724803
150.500000,22,22448.979592,3652257.946771,3.652258,0.933032,39.958725,31.434913,834.688599
150.500000,23,23469.387755,3591027.796733,3.591028,0.933032,39.958582,31.434913,834.651771
150.500000,24,24489.795918,3529800.787106,3.529801,0.933032,39.959807,31.434913,834.613997
150.500000,25,25510.204082,3468576.100216,3.468576,0.933032,39.957604,31.434913,834.578604
150.500000,26,26530.612245,3407354.460136,3.407354,0.933032,39.960657,31.434913,834.539569
150.500000,27,27551.020408,3346135.239819,3.346135,0.933032,39.956871,31.434913,834.505281
150.500000,28,28571.428571,3284918.966083,3.284919,0.933032,39.961257,31.434913,834.465328
150.500000,29,29591.836735,3223705.211021,3.223705,0.933032,39.956388,31.434913,834.431798
150.500000,30,30612.244898,3162494.304523,3.162494,0.933032,39.961613,31.434913,834.391270
150.500000,31,31632.653061,3101286.010098,3.101286,0.933032,39.956140,31.434913,834.358164
150.500000,32,32653.061224,3040080.474397,3.040080,0.933032,39.961744,31.434913,834.317380
150.500000,33,33673.469388,2978877.633817,2.978878,0.933032,39.956103,31.434913,834.284398
150.500000,34,34693.877551,2917677.474045,2.917677,0.933032,39.961681,31.434913,834.243638
150.500000,35,35714.285714,2856480.079265,2.856480,0.933032,39.956243,31.434913,834.210521
150.500000,36,36734.693878,2795285.301329,2.795285,0.933032,39.961458,31.434913,834.170020
150.500000,37,37755.102041,2734093.343772,2.734093,0.933032,39.956525,31.434913,834.136560
150.500000,38,38775.510204,2672903.953772,2.672904,0.933032,39.961112,31.434913,834.096501
150.500000,39,39795.918367,2611717.424866,2.611717,0.933032,39.956911,31.434913,834.062538
150.500000,40,40816.326531,2550533.428655,2.550533,0.933032,39.960679,31.434913,834.023055
150.500000,41,41836.734694,2489352.320208,2.489352,0.933031,39.957367,31.434913,833.988482
150.500000,42,42857.142857,2428173.723098,2.428174,0.933031,39.960193,31.434913,833.949658
150.500000,43,43877.551020,2366998.027555,2.366998,0.933031,39.957861,31.434913,833.914413
150.500000,44,44897.959184,2305824.834127,2.305825,0.933031,39.959684,31.434913,833.876290
150.500000,45,45918.367347,2244654.544737,2.244655,0.933031,39.958363,31.434913,833.840351
150.500000,46,46938.775510,2183486.758718,2.183487,0.933031,39.959180,31.434913,833.802932
150.500000,47,47959.183673,2122321.869604,2.122322,0.933031,39.958849,31.434913,833.766312
150.500000,48,48979.591837,2061159.493816,2.061159,0.933031,39.958701,31.434913,833.729569
150.500000,49,50000.000000,2000000.000000,2.000000,0.933031,39.959301,31.434913,833.692312
155.500000,0,0.000000,5000000.000000,5.000000,0.933023,40.000000,31.434913,835.473157
155.500000,1,1020.408163,4938714.758385,4.938715,0.933023,39.926204,31.434913,835.487412
155.500000,2,2040.816327,4877424.279355,4.877424,0.933023,39.980047,31.434913,835.413021
155.500000,3,3061.224490,4816143.007729,4.816143,0.933023,39.942488,31.434913,835.402113
155.500000,4,4081.632653,4754859.219918,4.754859,0.933023,39.966911,31.434913,835.348162
155.500000,5,5102.040816,4693582.299708,4.693582,0.933023,39.952911,31.434913,835.320898
155.500000,6,6122.448980,4632304.861823,4.632305,0.933023,39.958785,31.434913,835.279836
155.500000,7,7142.857143,4571032.592714,4.571033,0.933023,39.959078,31.434913,835.242654
155.500000,8,8163.265306,4509761.237666,4.509761,0.933023,39.954251,31.434913,835.209029
155.500000,9,9183.673469,4448493.852286,4.448494,0.933023,39.962238,31.434913,835.166511
155.500000,10,10204.081633,4387228.373619,4.387228,0.933023,39.952209,31.434913,835.136503
155.500000,11,11224.489796,4325966.049974,4.325966,0.933023,39.963354,31.434913,835.091800
155.500000,12,12244.897959,4264706.290443,4.264706,0.933023,39.951821,31.434913,835.062842
155.500000,13,13265.306122,4203449.162380,4.203449,0.933023,39.963155,31.434913,835.018015
155.500000,14,14285.714286,4142195.004356,4.142195,0.933023,39.952457,31.434913,834.988484
155.500000,15,15306.122449,4080943.170317,4.080943,0.933023,39.962183,31.434913,834.944780
155.500000,16,16326.530612,4019694.527770,4.019695,0.933022,39.953652,31.434913,834.913751
155.500000,17,17346.938776,3958448.058088,3.958448,0.933022,39.960831,31.434913,834.871822
155.500000,18,18367.346939,3897204.869922,3.897205,0.933022,39.955079,31.434913,834.838871
155.500000,19,19387.755102,3835963.812886,3.835964,0.933022,39.959372,31.434913,834.798951
155.500000,20,20408.163265,3774726.037458,3.774726,0.933022,39.956509,31.434913,834.764001
155.500000,21,21428.571429,3713490.424314,3.713490,0.933022,39.957991,31.434913,834.726039
155.500000,22,22448.979592,3652258.034928,3.652258,0.933022,39.957798,31.434913,834.689242
155.500000,23,23469.387755,3591027.883964,3.591028,0.933022,39.956800,31.434913,834.653007
155.500000,24,24489.795918,3529800.865172,3.529801,0.933022,39.958859,31.434913,834.614654
155.500000,25,25510.204082,3468576.184994,3.468576,0.933022,39.955862,31.434913,834.579813
155.500000,26,26530.612245,3407354.529580,3.407355,0.933022,39.959654,31.434913,834.540265
155.500000,27,27551.020408,3346135.321745,3.346135,0.933022,39.955198,31.434913,834.506442
155.500000,28,28571.428571,3284919.028327,3.284919,0.933022,39.960173,31.434913,834.466080
155.500000,29,29591.836735,3223705.289461,3.223705,0.933022,39.954804,31.434913,834.432897
155.500000,30,30612.244898,3162494.360625,3.162494,0.933022,39.960432,31.434913,834.392089
155.500000,31,31632.653061,3101286.084128,3.101286,0.933022,39.954657,31.434913,834.359193
155.500000,32,32653.061224,3040080.524991,3.040081,0.933022,39.960459,31.434913,834.318271
155.500000,33,33673.469388,2978877.702360,2.978878,0.933022,39.954724,31.434913,834.285354
155.500000,34,34693.877551,2917677.519463,2.917678,0.933022,39.960293,31.434913,834.244601
155.500000,35,35714.285714,2856480.141273,2.856480,0.933022,39.954965,31.434913,834.211408
155.500000,36,36734.693878,2795285.341716,2.795285,0.933022,39.959974,31.434913,834.171050
155.500000,37,37755.102041,2734093.398332,2.734093,0.933022,39.955337,31.434913,834.137383
155.500000,38,38775.510204,2672903.989137,2.672904,0.933022,39.959543,31.434913,834.097588
155.500000,39,39795.918367,2611717.471219,2.611717,0.933022,39.955800,31.434913,834.063309
155.500000,40,40816.326531,2550533.458898,2.550533,0.933022,39.959042,31.434913,834.024189
155.500000,41,41836.734694,2489352.357775,2.489352,0.933022,39.956315,31.434913,833.989211
155.500000,42,42857.142857,2428173.748047,2.428174,0.933022,39.958505,31.434913,833.950828
155.500000,43,43877.551020,2366998.055944,2.366998,0.933022,39.956850,31.434913,833.915114
155.500000,44,44897.959184,2305824.853561,2.305825,0.933022,39.957965,31.434913,833.877482
155.500000,45,45918.367347,2244654.563717,2.244655,0.933022,39.957374,31.434913,833.841036
155.500000,46,46938.775510,2183486.772375,2.183487,0.933022,39.957447,31.434913,833.804133
155.500000,47,47959.183673,2122321.879082,2.122322,0.933022,39.957864,31.434913,833.766995
155.500000,48,48979.591837,2061159.501402,2.061160,0.933022,39.956974,31.434913,833.730766
155.500000,49,50000.000000,2000000.000000,2.000000,0.933022,39.958301,31.434913,833.693004
160.500000,0,0.000000,5000000.000000,5.000000,0.933014,40.000000,31.434913,835.473157
160.500000,1,1020.408163,4938715.027465,4.938715,0.933014,39.924176,31.434913,835.488820
160.500000,2,2040.816327,4877424.347880,4.877424,0.933014,39.978868,31.434913,835.413840
160.500000,3,3061.224490,4816143.209708,4.816143,0.933013,39.941299,31.434913,835.402939
160.500000,4,4081.632653,4754859.331209,4.754859,0.933013,39.965168,31.434913,835.349373
160.500000,5,5102.040816,4693582.457077,4.693582,0.933013,39.952066,31.434913,835.321485
160.500000,6,6122.448980,4632304.997034,4.632305,0.933013,39.956869,31.434913,835.281166
160.500000,7,7142.857143,4571032.721666,4.571033,0.933013,39.958274,31.434913,835.243212
160.500000,8,8163.265306,4509761.383361,4.509761,0.933013,39.952392,31.434913,835.210319
160.500000,9,9183.673469,4448493.964147,4.448494,0.933013,39.961307,31.434913,835.167157
160.500000,10,10204.081633,4387228.520545,4.387229,0.933013,39.950523,31.434913,835.137674
160.500000,11,11224.489796,4325966.152341,4.325966,0.933013,39.962223,31.434913,835.092585
160.500000,12,12244.897959,4264706.432503,4.264706,0.933013,39.950347,31.434913,835.063866
160.500000,13,13265.306122,4203449.260018,4.203449,0.933013,39.961813,31.434913,835.018947
160.500000,14,14285.714286,4142195.137787,4.142195,0.933013,39.951184,31.434913,834.989368
160.500000,15,15306.122449,4080943.265904,4.080943,0.933013,39.960655,31.434913,834.945841
160.500000,16,16326.530612,4019694.650529,4.019695,0.933013,39.952543,31.434913,834.914521
160.500000,17,17346.938776,3958448.152855,3.958448,0.933013,39.959163,31.434913,834.872979
160.500000,18,18367.346939,3897204.981249,3.897205,0.933013,39.954082,31.434913,834.839562
160.500000,19,19387.755102,3835963.907122,3.835964,0.933013,39.957619,31.434913,834.800167
160.500000,20,20408.163265,3774726.137490,3.774726,0.933013,39.955570,31.434913,834.764652
160.500000,21,21428.571429,3713490.517694,3.713491,0.933013,39.956206,31.434913,834.727277
160.500000,22,22448.979592,3652258.124344,3.652258,0.933013,39.956866,31.434913,834.689889
160.500000,23,23469.387755,3591027.975741,3.591028,0.933013,39.955030,31.434913,834.654235
160.500000,24,24489.795918,3529800.944897,3.529801,0.933013,39.957892,31.434913,834.615326
160.500000,25,25510.204082,3468576.274158,3.468576,0.933013,39.954145,31.434913,834.581004
160.500000,26,26530.612245,3407354.600615,3.407355,0.933013,39.958618,31.434913,834.540984
160.500000,27,27551.020408,3346135.407198,3.346135,0.933013,39.953563,31.434913,834.507577
160.500000,28,28571.428571,3284919.091680,3.284919,0.933013,39.959045,31.434913,834.466862
160.500000,29,29591.836735,3223705.370168,3.223705,0.933013,39.953268,31.434913,834.433963
160.500000,30,30612.244898,3162494.417267,3.162494,0.933013,39.959200,31.434913,834.392943
160.500000,31,31632.653061,3101286.159177,3.101286,0.933013,39.953228,31.434913,834.360185
160.500000,32,32653.061224,3040080.575761,3.040081,0.933013,39.959120,31.434913,834.319200
160.500000,33,33673.469388,2978877.770935,2.978878,0.933013,39.953400,31.434913,834.286272
160.500000,34,34693.877551,2917677.564970,2.917678,0.933013,39.958850,31.434913,834.245601
160.500000,35,35714.285714,2856480.202619,2.856480,0.933013,39.953739,31.434913,834.212258
160.500000,36,36734.693878,2795285.382307,2.795285,0.933013,39.958439,31.434913,834.172114
160.500000,37,37755.102041,2734093.451775,2.734093,0.933013,39.954196,31.434913,834.138174
160.500000,38,38775.510204,2672904.024950,2.672904,0.933013,39.957931,31.434913,834.098706
160.500000,39,39795.918367,2611717.516231,2.611718,0.933013,39.954727,31.434913,834.064053
160.500000,40,40816.326531,2550533.489935,2.550533,0.933013,39.957371,31.434913,834.025348
160.500000,41,41836.734694,2489352.393999,2.489352,0.933013,39.955292,31.434913,833.989921
160.500000,42,42857.142857,2428173.774205,2.428174,0.933013,39.956795,31.434913,833.952013
160.500000,43,43877.551020,2366998.083166,2.366998,0.933013,39.955854,31.434913,833.915803
160.500000,44,44897.959184,2305824.874628,2.305825,0.933013,39.956236,31.434913,833.878680
160.500000,45,45918.367347,2244654.581833,2.244655,0.933013,39.956387,31.434913,833.841720
160.500000,46,46938.775510,2183486.788055,2.183487,0.933013,39.955720,31.434913,833.805330
160.500000,47,47959.183673,2122321.888092,2.122322,0.933013,39.956867,31.434913,833.767686
160.500000,48,48979.591837,2061159.511354,2.061160,0.933013,39.955265,31.434913,833.731951
160.500000,49,50000.000000,2000000.000000,2.000000,0.933013,39.957278,31.434913,833.693714
165.500000,0,0.000000,5000000.000000,5.000000,0.933004,40.000000,31.434913,835.473157
165.500000,1,1020.408163,4938715.303521,4.938715,0.933004,39.922167,31.434913,835.490216
165.500000,2,2040.816327,4877424.420032,4.877424,0.933004,39.977662,31.434913,835.414677
165.500000,3,3061.224490,4816143.414899,4.816143,0.933004,39.940135,31.434913,835.403747
165.500000,4,4081.632653,4754859.447489,4.754859,0.933004,39.963404,31.434913,835.350597
165.500000,5,5102.040816,4693582.615785,4.693583,0.933004,39.951233,31.434913,835.322064
165.500000,6,6122.448980,4632305.137205,4.632305,0.933004,39.954951,31.434913,835.282498
165.500000,7,7142.857143,4571032.851262,4.571033,0.933004,39.957461,31.434913,835.243776
165.500000,8,8163.265306,4509761.533210,4.509762,0.933004,39.950550,31.434913,835.211598
165.500000,9,9183.673469,4448494.076618,4.448494,0.933004,39.960350,31.434913,835.167821
165.500000,10,10204.081633,4387228.670475,4.387229,0.933004,39.948869,31.434913,835.138822
165.500000,11,11224.489796,4325966.255632,4.325966,0.933004,39.961055,31.434913,835.093396
165.500000,12,12244.897959,4264706.576430,4.264707,0.933004,39.948912,31.434913,835.064862
165.500000,13,13265.306122,4203449.359115,4.203449,0.933004,39.960430,31.434913,835.019907
165.500000,14,14285.714286,4142195.272246,4.142195,0.933004,39.949950,31.434913,834.990224
165.500000,15,15306.122449,4080943.363661,4.080943,0.933004,39.959090,31.434913,834.946927
165.500000,16,16326.530612,4019694.773920,4.019695,0.933004,39.951467,31.434913,834.915268
165.500000,17,17346.938776,3958448.250577,3.958448,0.933004,39.957469,31.434913,834.874155
165.500000,18,18367.346939,3897205.093189,3.897205,0.933004,39.953106,31.434913,834.840240
165.500000,19,19387.755102,3835964.004983,3.835964,0.933004,39.955853,31.434913,834.801393
165.500000,20,20408.163265,3774726.238315,3.774726,0.933004,39.954638,31.434913,834.765299
165.500000,21,21428.571429,3713490.615082,3.713491,0.933004,39.954422,31.434913,834.728515
165.500000,22,22448.979592,3652258.214769,3.652258,0.933004,39.955926,31.434913,834.690541
165.500000,23,23469.387755,3591028.071552,3.591028,0.933004,39.953277,31.434913,834.655451
165.500000,24,24489.795918,3529801.025800,3.529801,0.933004,39.956901,31.434913,834.616013
165.500000,25,25510.204082,3468576.367044,3.468576,0.933004,39.952460,31.434913,834.582174
165.500000,26,26530.612245,3407354.672911,3.407355,0.933004,39.957545,31.434913,834.541728
165.500000,27,27551.020408,3346135.495763,3.346135,0.933004,39.951969,31.434913,834.508682
165.500000,28,28571.428571,3284919.156252,3.284919,0.933004,39.957872,31.434913,834.467676
165.500000,29,29591.836735,3223705.453116,3.223705,0.933004,39.951780,31.434913,834.434994
165.500000,30,30612.244898,3162494.474933,3.162494,0.933004,39.957917,31.434913,834.393833
165.500000,31,31632.653061,3101286.235423,3.101286,0.933004,39.951851,31.434913,834.361140
165.500000,32,32653.061224,3040080.627272,3.040081,0.933004,39.957728,31.434913,834.320166
165.500000,33,33673.469388,2978877.839666,2.978878,0.933003,39.952129,31.434913,834.287154
165.500000,34,34693.877551,2917677.611000,2.917678,0.933003,39.957357,31.434913,834.246637
165.500000,35,35714.285714,2856480.263294,2.856480,0.933003,39.952562,31.434913,834.213074
165.500000,36,36734.693878,2795285.423405,2.795285,0.933003,39.956859,31.434913,834.173209
165.500000,37,37755.102041,2734093.504058,2.734094,0.933003,39.953097,31.434913,834.138937
165.500000,38,38775.510204,2672904.061473,2.672904,0.933003,39.956283,31.434913,834.099849
165.500000,39,39795.918367,2611717.559905,2.611718,0.933003,39.953686,31.434913,834.064775
165.500000,40,40816.326531,2550533.522003,2.550534,0.933003,39.955675,31.434913,834.026524
165.500000,41,41836.734694,2489352.428911,2.489352,0.933003,39.954287,31.434913,833.990617
165.500000,42,42857.142857,2428173.801722,2.428174,0.933003,39.955073,31.434913,833.953207
165.500000,43,43877.551020,2366998.109236,2.366998,0.933003,39.954865,31.434913,833.916489
165.500000,44,44897.959184,2305824.897358,2.305825,0.933003,39.954509,31.434913,833.879878
165.500000,45,45918.367347,2244654.599080,2.244655,0.933003,39.955393,31.434913,833.842409
165.500000,46,46938.775510,2183486.805679,2.183487,0.933003,39.954006,31.434913,833.806518
165.500000,47,47959.183673,2122321.896629,2.122322,0.933003,39.955850,31.434913,833.768391
165.500000,48,48979.591837,2061159.523504,2.061160,0.933003,39.953582,31.434913,833.733117
165.500000,49,50000.000000,2000000.000000,2.000000,0.933003,39.956221,31.434913,833.694446
170.500000,0,0.000000,5000000.000000,5.000000,0.932995,40.000000,31.434913,835.473157
170.500000,1,1020.408163,4938715.586566,4.938716,0.932995,39.920176,31.434913,835.491599
170.500000,2,2040.816327,4877424.496059,4.877424,0.932995,39.976431,31.434913,835.415532
170.500000,3,3061.224490,4816143.623431,4.816144,0.932995,39.938997,31.434913,835.404537
170.500000,4,4081.632653,4754859.569105,4.754860,0.932995,39.961621,31.434913,835.351835
170.500000,5,5102.040816,4693582.776120,4.693583,0.932995,39.950411,31.434913,835.322635
170.500000,6,6122.448980,4632305.282728,4.632305,0.932995,39.953033,31.434913,835.283830
170.500000,7,7142.857143,4571032.982002,4.571033,0.932995,39.956639,31.434913,835.244347
170.500000,8,8163.265306,4509761.687724,4.509762,0.932995,39.948728,31.434913,835.212863
170.500000,9,9183.673469,4448494.190515,4.448494,0.932995,39.959367,31.434913,835.168504
170.500000,10,10204.081633,4387228.824177,4.387229,0.932995,39.947248,31.434913,835.139947
170.500000,11,11224.489796,4325966.361034,4.325966,0.932995,39.959850,31.434913,835.094232
170.500000,12,12244.897959,4264706.723272,4.264707,0.932995,39.947516,31.434913,835.065831
170.500000,13,13265.306122,4203449.461083,4.203449,0.932995,39.959007,31.434913,835.020894
170.500000,14,14285.714286,4142195.408849,4.142195,0.932994,39.948755,31.434913,834.991054
170.500000,15,15306.122449,4080943.464852,4.080943,0.932994,39.957491,31.434913,834.948037
170.500000,16,16326.530612,4019694.898746,4.019695,0.932994,39.950420,31.434913,834.915995
170.500000,17,17346.938776,3958448.351954,3.958448,0.932994,39.955751,31.434913,834.875348
170.500000,18,18367.346939,3897205.205925,3.897205,0.932994,39.952147,31.434913,834.840905
170.500000,19,19387.755102,3835964.106384,3.835964,0.932994,39.954077,31.434913,834.802625
170.500000,20,20408.163265,3774726.339433,3.774726,0.932994,39.953707,31.434913,834.765945
170.500000,21,21428.571429,3713490.715662,3.713491,0.932994,39.952645,31.434913,834.729748
170.500000,22,22448.979592,3652258.305191,3.652258,0.932994,39.954971,31.434913,834.691203
170.500000,23,23469.387755,3591028.170103,3.591028,0.932994,39.951546,31.434913,834.656653
170.500000,24,24489.795918,3529801.106661,3.529801,0.932994,39.955882,31.434913,834.616720
170.500000,25,25510.204082,3468576.462219,3.468576,0.932994,39.950808,31.434913,834.583320
170.500000,26,26530.612245,3407354.745377,3.407355,0.932994,39.956434,31.434913,834.542499
170.500000,27,27551.020408,3346135.586224,3.346136,0.932994,39.950419,31.434913,834.509757
170.500000,28,28571.428571,3284919.221399,3.284919,0.932994,39.956652,31.434913,834.468523
170.500000,29,29591.836735,3223705.537628,3.223706,0.932994,39.950343,31.434913,834.435991
170.500000,30,30612.244898,3162494.533668,3.162495,0.932994,39.956583,31.434913,834.394758
170.500000,31,31632.653061,3101286.312911,3.101286,0.932994,39.950525,31.434913,834.362059
170.500000,32,32653.061224,3040080.680304,3.040081,0.932994,39.956285,31.434913,834.321166
170.500000,33,33673.469388,2978877.909259,2.978878,0.932994,39.950907,31.434913,834.288001
170.500000,34,34693.877551,2917677.658836,2.917678,0.932994,39.955818,31.434913,834.247704
170.500000,35,35714.285714,2856480.324351,2.856480,0.932994,39.951428,31.434913,834.213860
170.500000,36,36734.693878,2795285.466392,2.795285,0.932994,39.955240,31.434913,834.174332
170.500000,37,37755.102041,2734093.556192,2.734094,0.932994,39.952032,31.434913,834.139675
170.500000,38,38775.510204,2672904.099826,2.672904,0.932994,39.954606,31.434913,834.101012
170.500000,39,39795.918367,2611717.602972,2.611718,0.932994,39.952668,31.434913,834.065481
170.500000,40,40816.326531,2550533.555833,2.550534,0.932994,39.953962,31.434913,834.027711
170.500000,41,41836.734694,2489352.462966,2.489352,0.932994,39.953293,31.434913,833.991306
170.500000,42,42857.142857,2428173.831020,2.428174,0.932994,39.953347,31.434913,833.954404
170.500000,43,43877.551020,2366998.134456,2.366998,0.932994,39.953874,31.434913,833.917177
170.500000,44,44897.959184,2305824.921969,2.305825,0.932994,39.952790,31.434913,833.881069
170.500000,45,45918.367347,2244654.615681,2.244655,0.932994,39.954383,31.434913,833.843109
170.500000,46,46938.775510,2183486.825295,2.183487,0.932994,39.952315,31.434913,833.807690
170.500000,47,47959.183673,2122321.904823,2.122322,0.932994,39.954804,31.434913,833.769116
170.500000,48,48979.591837,2061159.537694,2.061160,0.932994,39.951935,31.434913,833.734259
170.500000,49,50000.000000,2000000.000000,2.000000,0.932994,39.955125,31.434913,833.695205
175.500000,0,0.000000,5000000.000000,5.000000,0.932986,40.000000,31.434913,835.473157
175.500000,1,1020.408163,4938715.876621,4.938716,0.932986,39.918203,31.434913,835.492969
175.500000,2,2040.816327,4877424.576240,4.877425,0.932985,39.975176,31.434913,835.416404
175.500000,3,3061.224490,4816143.835535,4.816144,0.932985,39.937883,31.434913,835.405311
175.500000,4,4081.632653,4754859.696601,4.754860,0.932985,39.959821,31.434913,835.353086
175.500000,5,5102.040816,4693582.938698,4.693583,0.932985,39.949598,31.434913,835.323200
175.500000,6,6122.448980,4632305.434418,4.632305,0.932985,39.951116,31.434913,835.285161
175.500000,7,7142.857143,4571033.114873,4.571033,0.932985,39.955806,31.434913,835.244926
175.500000,8,8163.265306,4509761.847861,4.509762,0.932985,39.946926,31.434913,835.214114
175.500000,9,9183.673469,4448494.306976,4.448494,0.932985,39.958356,31.434913,835.169206
175.500000,10,10204.081633,4387228.982506,4.387229,0.932985,39.945661,31.434913,835.141049
175.500000,11,11224.489796,4325966.469528,4.325966,0.932985,39.958608,31.434913,835.095094
175.500000,12,12244.897959,4264706.873557,4.264707,0.932985,39.946159,31.434913,835.066773
175.500000,13,13265.306122,4203449.566530,4.203450,0.932985,39.957548,31.434913,835.021908
175.500000,14,14285.714286,4142195.547733,4.142196,0.932985,39.947594,31.434913,834.991860
175.500000,15,15306.122449,4080943.569687,4.080944,0.932985,39.955862,31.434913,834.949168
175.500000,16,16326.530612,4019695.024860,4.019695,0.932985,39.949399,31.434913,834.916703
175.500000,17,17346.938776,3958448.456924,3.958448,0.932985,39.954013,31.434913,834.876554
175.500000,18,18367.346939,3897205.319221,3.897205,0.932985,39.951200,31.434913,834.841562
175.500000,19,19387.755102,3835964.211154,3.835964,0.932985,39.952296,31.434913,834.803861
175.500000,20,20408.163265,3774726.440669,3.774726,0.932985,39.952774,31.434913,834.766593
175.500000,21,21428.571429,3713490.819258,3.713491,0.932985,39.950879,31.434913,834.730974
175.500000,22,22448.979592,3652258.395562,3.652258,0.932985,39.953999,31.434913,834.691878
175.500000,23,23469.387755,3591028.271231,3.591028,0.932985,39.949839,31.434913,834.657837
175.500000,24,24489.795918,3529801.187525,3.529801,0.932985,39.954832,31.434913,834.617448
175.500000,25,25510.204082,3468576.559489,3.468577,0.932985,39.949193,31.434913,834.584440
175.500000,26,26530.612245,3407354.818075,3.407355,0.932985,39.955281,31.434913,834.543299
175.500000,27,27551.020408,3346135.678300,3.346136,0.932985,39.948914,31.434913,834.510801
175.500000,28,28571.428571,3284919.287132,3.284919,0.932985,39.955384,31.434913,834.469402
175.500000,29,29591.836735,3223705.623326,3.223706,0.932985,39.948954,31.434913,834.436954
175.500000,30,30612.244898,3162494.593433,3.162495,0.932985,39.955200,31.434913,834.395718
175.500000,31,31632.653061,3101286.391244,3.101286,0.932985,39.949249,31.434913,834.362944
175.500000,32,32653.061224,3040080.734857,3.040081,0.932985,39.954795,31.434913,834.322200
175.500000,33,33673.469388,2978877.979458,2.978878,0.932985,39.949730,31.434913,834.288818
175.500000,34,34693.877551,2917677.708685,2.917678,0.932985,39.954237,31.434913,834.248801
175.500000,35,35714.285714,2856480.385865,2.856480,0.932985,39.950332,31.434913,834.214621
175.500000,36,36734.693878,2795285.511808,2.795286,0.932985,39.953589,31.434913,834.175477
175.500000,37,37755.102041,2734093.608674,2.734094,0.932985,39.950994,31.434913,834.140395
175.500000,38,38775.510204,2672904.140880,2.672904,0.932985,39.952907,31.434913,834.102189
175.500000,39,39795.918367,2611717.646266,2.611718,0.932985,39.951665,31.434913,834.066176
175.500000,40,40816.326531,2550533.592430,2.550534,0.932985,39.952240,31.434913,834.028905
175.500000,41,41836.734694,2489352.497084,2.489352,0.932985,39.952302,31.434913,833.991994
175.500000,42,42857.142857,2428173.862948,2.428174,0.932985,39.951625,31.434913,833.955597
175.500000,43,43877.551020,2366998.159563,2.366998,0.932985,39.952871,31.434913,833.917872
175.500000,44,44897.959184,2305824.948948,2.305825,0.932985,39.951090,31.434913,833.882247
175.500000,45,45918.367347,2244654.632067,2.244655,0.932985,39.953350,31.434913,833.843825
175.500000,46,46938.775510,2183486.846996,2.183487,0.932985,39.950654,31.434913,833.808842
175.500000,47,47959.183673,2122321.912845,2.122322,0.932985,39.953723,31.434913,833.769865
175.500000,48,48979.591837,2061159.553727,2.061160,0.932985,39.950328,31.434913,833.735373
175.500000,49,50000.000000,2000000.000000,2.000000,0.932985,39.953983,31.434913,833.695996
180.500000,0,0.000000,5000000.000000,5.000000,0.932976,40.000000,31.434913,835.473157
180.500000,1,1020.408163,4938716.173823,4.938716,0.932976,39.916248,31.434913,835.494327
180.500000,2,2040.816327,4877424.661044,4.877425,0.932976,39.973896,31.434913,835.417293
180.500000,3,3061.224490,4816144.051623,4.816144,0.932976,39.936791,31.434913,835.406070
180.500000,4,4081.632653,4754859.830585,4.754860,0.932976,39.958004,31.434913,835.354347
180.500000,5,5102.040816,4693583.104018,4.693583,0.932976,39.948791,31.434913,835.323760
180.500000,6,6122.448980,4632305.592726,4.632306,0.932976,39.949202,31.434913,835.286490
180.500000,7,7142.857143,4571033.250277,4.571033,0.932976,39.954961,31.434913,835.245513
180.500000,8,8163.265306,4509762.013788,4.509762,0.932976,39.945146,31.434913,835.215351
180.500000,9,9183.673469,4448494.426241,4.448494,0.932976,39.957316,31.434913,835.169928
180.500000,10,10204.081633,4387229.145392,4.387229,0.932976,39.944107,31.434913,835.142128
180.500000,11,11224.489796,4325966.581243,4.325967,0.932976,39.957331,31.434913,835.095982
180.500000,12,12244.897959,4264707.027121,4.264707,0.932976,39.944838,31.434913,835.067690
180.500000,13,13265.306122,4203449.675563,4.203450,0.932976,39.956052,31.434913,835.022946
